Samplenumber,Date,Day,Transit,Donor,Vessel,Ninetransit,Transitnumber,Acetate,Propionate,Isobutyrate,Butyrate,Isovalerate,Valerate,Isocaproate,Caproate,Heptanoate,Octanoic acid,O2 ,N2 ,H2,CO2,CH4,NH4+,Lactate,Intact_cells_events.ml,SD_intact_cells,log_intact,log_SD_intact,Damaged_cells_events.ml,SD_Damaged_cells,log_damaged,log_SD_damaged,Total_cells_events.ml,SD_total_cells,log_total,log_SD_total,Ratio_cells,SD_ratio,Percentage_intact_cells,SD_percentage_intact
325,14/10/2019,5,ST,4,P,,,9.118316003,4.417202244,0,0.879073356,0,0,0,0,0,0,,,,,,,,483801652.9,259467281.7,8.650951464,0.245156624,713719008.3,298387373.9,8.833669175,0.187152397,1197520661,557854655.6,9.053342693,0.210146282,0.659502085,0.087821938,39.6564626,3.193419543
326,14/10/2019,5,ST,4,D,,,16.03507909,6.217205528,0,1.016667662,0.163378424,0,0,0,0,0,,,,,,,,1295791667,77722820.37,9.112144214,0.026065034,641791666.7,766032.3463,8.807393919,0.000518367,1937583333,76956788.02,9.287089046,0.017253813,2.01909598,0.123512843,66.84976087,1.356194139
327,14/10/2019,5,MT,4,P,,,21.4945304,5.746863437,0,1.177023763,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
328,14/10/2019,5,MT,4,D,,,40.09451685,8.601652162,0.402109058,4.664787051,0.536212598,0.852907545,0,0.254627356,0.122595494,0,,,,,,,,,,,,,,,,,,,,,,,
329,14/10/2019,5,LT,4,P,,,22.94821473,12.60533908,0,1.162244518,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
330,14/10/2019,5,LT,4,D,,,53.93004809,16.25758675,0.716749397,8.650216967,1.071550084,1.485675863,0,0.20096535,0,0,,,,,,,,,,,,,,,,,,,,,,,
331,15/10/2019,6,ST,4,P,3,,6.646909399,2.720031199,0,0.710376765,0,0,0,0,0,0,,,,,,,,238974393.7,41326612.01,8.375079856,0.075481681,477047148.1,81378113.44,8.675378603,0.07444754,716021541.8,122704725.5,8.851713886,0.074792641,0.5008433,0.001192606,33.37077122,0.052945168
332,15/10/2019,6,ST,4,D,3,73,16.33838171,6.091162562,0,1.088358627,0.174507268,0,0,0,0,0,,,,,,3.244636621,,952121212.1,89096901.52,8.977384209,0.041600798,517190082.6,43996991.53,8.712604624,0.036890311,1469311295,131374608.8,9.165931953,0.039444555,1.840469131,0.059325714,64.78440706,0.728318922
333,15/10/2019,6,MT,4,P,,,17.10280068,7.324518336,0,0.683725175,0.190363097,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
334,15/10/2019,6,MT,4,D,2,72,39.2773917,11.02057115,0.333517851,3.67562048,0.484854346,0.40052032,0,0.142928875,0,0,,,,,,9.089195632,,1749778726,38036207.5,9.242914242,0.009490571,1815219719,19902085.76,9.258911793,0.004762773,3564998445,57359502.8,9.552021723,0.007007957,0.963879242,0.011354272,49.07923378,0.295361673
335,15/10/2019,6,LT,4,P,2,71,17.47165588,12.72555583,0,0.576539089,0.182757441,0,0,0,0,0,,,,,,4.415433228,,840759344.6,165379294.9,8.91934767,0.0821728,1691488277,348847903.7,9.2223305,0.087127428,2532247622,513617609.6,9.39779379,0.085326133,0.497870628,0.013077566,33.23517694,0.581240127
336,15/10/2019,6,LT,4,D,,,49.74125961,19.44836316,0.470915165,6.860776719,0.7358584,0.88498764,0,0.137642553,0,0,,,,,,,,,,,,,,,,,,,,,,,
337,16/10/2019,7,ST,4,P,3,,9.14601287,4.233035304,0,1.020324647,0.155843963,0,0,0,0,0,,,,,,,,317938064.5,33123618.82,8.501160857,0.045328052,342329354.8,14128905.88,8.534259113,0.01792966,660267419.4,47252524.7,8.819163078,0.031107176,0.927542294,0.058477197,48.09657858,1.574630345
338,16/10/2019,7,ST,4,D,3,,15.48489687,5.783297756,0,1.311537826,0.255793138,0,0,0,0,0,,,,,,,,1130032520,50865697.56,9.052870846,0.019555328,460475447.2,29761492.05,8.662752459,0.028088928,1590507967,80627189.61,9.201256662,0.022025009,2.455615159,0.048248117,71.05877143,0.404084289
339,16/10/2019,7,MT,4,P,4,74,21.61193497,10.08283087,0,1.272618069,0.233794126,0,0,0,0,0,,,,,,4.902987971,,1040404267,699840623.4,8.916727994,0.335295563,766373257.2,437545474,8.817148129,0.270943587,1806777525,1137246699,9.17183105,0.306723876,1.269636716,0.190024786,55.68080535,3.716533495
340,16/10/2019,7,MT,4,D,,,38.08491787,12.56047181,0.285396166,3.815291471,0.428637397,0.230383269,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
341,16/10/2019,7,LT,4,P,,,17.88743302,11.64153722,0,0.441095856,0.316436666,0,0,0,0,0,,,,,,,,981798064.5,223047025.9,8.986344925,0.099526059,1666988065,297024537.3,9.218457817,0.077796154,2648786129,520071563.2,9.418820437,0.085825137,0.586352614,0.029325892,36.95153946,1.165536795
342,16/10/2019,7,LT,4,D,,,45.97807113,20.91120307,0.422935599,5.393045804,0.631098586,0.505007416,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
343,17/10/2019,8,ST,4,P,3,,10.23871296,4.275917898,0,1.532063139,0.228801543,0,0,0,0,0,,,,,,,,275635593.2,12644028.04,8.44010671,0.019929061,304364406.8,10127207.29,8.483273627,0.014453077,580000000,22771235.33,8.763260573,0.01705511,0.905420544,0.011416074,47.51720549,0.314443682
344,17/10/2019,8,ST,4,D,3,,18.04601592,6.305867269,0.247732293,1.745174148,0.392325719,0,0,0,0,0,,,,,,,,1059028984,85037622.31,9.024206663,0.034910408,391552841.5,16937428.13,8.592587125,0.018792168,1450581826,101975050.4,9.161004996,0.030555831,2.702520969,0.100277315,72.98146583,0.731757115
345,17/10/2019,8,MT,4,P,,,17.89573954,9.581813355,0,2.129833314,0.256698705,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
346,17/10/2019,8,MT,4,D,,,33.27630415,12.63354735,0.769938698,4.718814602,1.024985464,0.245975675,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
347,17/10/2019,8,LT,4,P,,,15.29867536,9.911338533,0,0.358717943,0.380811826,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
348,17/10/2019,8,LT,4,D,,,45.2001829,22.92560016,0.312309035,4.871745609,0.575288441,0.314166716,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
349,18/10/2019,9,ST,4,P,3,,7.45758171,3.90312671,0,1.444502583,0.264195985,0,0,0,0,0,,,,,,,,352120633.4,27543230.81,8.546026146,0.034005658,410530245.2,1938294.649,8.613342738,0.002050504,762650878.5,25604936.16,8.882203358,0.01458357,0.857889485,0.071142318,46.13599546,2.062560874
350,18/10/2019,9,ST,4,D,3,,12.43671025,4.990388889,0.237029503,1.72940512,0.396679126,0,0,0,0,0,,,,,,,,1201412729,46919978.41,9.079526568,0.016965252,682951508.5,136088101.5,8.830035431,0.087119159,1884364237,183008079.9,9.274138348,0.042244857,1.787796494,0.287542893,63.93754953,3.719604837
351,18/10/2019,9,MT,4,P,,,18.66843793,10.73156404,0,2.348025026,0.481454761,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
352,18/10/2019,9,MT,4,D,,,32.23727993,12.97093158,0.731950867,5.522035358,1.030305943,0.873902897,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
353,18/10/2019,9,LT,4,P,,,18.27204268,18.38285331,0,0.368384112,0.438678928,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
354,18/10/2019,9,LT,4,D,2,75,42.83865673,23.06940394,0.312218345,4.923283664,0.590903787,0.216843667,0,0,0,0,,,,,,12.18581961,,1862974885,57551071.58,9.270067139,0.013540169,2022208375,70380767.47,9.305650787,0.01509978,3885183260,122562740.9,9.589266328,0.013779775,0.921443287,0.017524111,47.95290709,0.473976906
355,19/10/2019,10,ST,4,P,3,,7.631081795,3.930448823,0,1.654767076,0.226364679,0,0,0,0,0,,,,,,,,357288135.6,29482757.32,8.552278029,0.035877933,456779661,131713619.1,8.650486137,0.127009997,814067796.6,161196376.4,8.906361193,0.08656483,0.806408737,0.167985273,44.40113669,5.17036373
356,19/10/2019,10,ST,4,D,3,,13.34362439,5.559223043,0.235145448,1.901428309,0.374944527,0,0,0,0,0,,,,,,,,1193050847,115893603,9.075631997,0.042254138,420932203.4,31040789.21,8.623620922,0.032055237,1613983051,146934392.2,9.206997243,0.039592214,2.831854591,0.066496698,73.89904617,0.452947052
357,19/10/2019,10,MT,4,P,,,17.16454767,11.5020717,0.3805609,2.464737688,0.774142984,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
358,19/10/2019,10,MT,4,D,,,31.22564742,13.76208621,0.759147744,5.987975204,1.05703629,1.178556709,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
359,19/10/2019,10,LT,4,P,4,76,20.17815174,20.94724001,0,0.339952244,0.368698111,0,0,0,0,0,,,,,,4.916292477,,1199887006,78994249.47,9.078527512,0.028087754,1254519774,71342662.19,9.098018068,0.024349611,2454406780,150009575.5,9.389417312,0.02611507,0.956159216,0.011439635,48.87824923,0.299475809
360,19/10/2019,10,LT,4,D,,,38.96659881,22.79458539,0.394044541,10.49468075,0.737253832,0.217282705,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
361,20/10/2019,11,MT,4,P,3,,16.8068674,10.72804351,0.521018253,2.535276776,0.941127855,0,0,0,0,0,,,,,,,,1782737940,132110041.4,9.250490447,0.032212958,1172549254,55259939.12,9.068889813,0.020475026,2955287194,187369980.5,9.470162812,0.027553441,1.519427356,0.041061455,60.30316864,0.646976243
362,20/10/2019,11,MT,4,D,3,77,32.86743844,14.27811768,0.792590977,6.462191023,1.088324137,1.203900722,0,0,0,0,,,,,,10.02272853,,2114410019,329119515.2,9.321423641,0.071248334,1368954121,207679788.1,9.132818974,0.069340908,3483364140,536780006.1,9.538311083,0.070496231,1.543861469,0.007763733,60.68943919,0.119973988
363,20/10/2019,11,LT,4,P,,,24.44384725,20.51677723,0,0.379587877,0.345195095,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
364,20/10/2019,11,LT,4,D,,,41.10471804,23.41299042,0.768872001,10.70890093,1.501324434,0.203382181,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
365,21/10/2019,12,MT,4,P,3,,18.59113768,11.22192036,0.763889565,3.533171392,1.136645901,0,0,0,0,0,,,,,,,,1989219967,110095110,9.298349976,0.024048689,1111700501,91591564.96,9.045249561,0.035821522,3100920467,201686675,9.49103084,0.028266847,1.791348954,0.048553854,64.1696068,0.623248371
366,21/10/2019,12,MT,4,D,3,,33.66706147,14.39725999,0.815873264,6.757270577,1.158483932,1.333040641,0,0,0,0,,,,,,,,2289851126,10460344.44,9.359804982,0.001983922,1643364053,75338423.67,9.215505477,0.019916786,3933215179,64878079.23,9.594718164,0.007163979,1.395004313,0.070317816,58.22841775,1.226422182
367,21/10/2019,12,LT,4,P,,,23.16113057,22.29056377,0,0.349670761,0.347611391,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
368,21/10/2019,12,LT,4,D,,,47.82493006,25.9102682,1.18534267,11.80203375,1.938697123,0.204343914,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
369,22/10/2019,13,MT,4,P,3,,18.98890737,11.20669458,0.77027735,3.178668121,1.108819539,0,0,0,0,0,,,,,,,,1804567559,756951480.8,9.236376492,0.18781417,1072438223,451082714.7,9.010260593,0.188361918,2877005782,1208034196,9.438901243,0.188018316,1.683123843,0.002122818,62.72999788,0.02948706
370,22/10/2019,13,MT,4,D,3,,32.2649243,13.73737712,0.885449661,6.702385719,1.172950855,1.386001978,0,0,0,0,,,,,,,,1907527524,58027724.89,9.280370316,0.013213444,1366105317,77427321.84,9.135135127,0.024627881,3273632841,19399596.95,9.515026156,0.002573651,1.399777389,0.121812526,58.27571543,2.117921654
371,22/10/2019,13,LT,4,P,,,22.61988417,21.32276765,0,0.299810584,0.318980718,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
372,22/10/2019,13,LT,4,D,,,44.69012532,24.72892036,1.004624957,11.54293009,1.749971522,0.222060912,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
373,23/10/2019,14,MT,4,P,3,,24.74937544,14.58753476,0.706010102,4.187598668,1.129021655,0,0,0,0,0,,,,,,,,2755969147,169066536.4,9.439865373,0.026658778,1239665457,72321666.71,9.092934653,0.025350981,3995634604,241388203.1,9.601189139,0.026253002,2.222960292,0.006694018,68.97255733,0.064443321
374,23/10/2019,14,MT,4,D,3,,31.65186825,14.07380268,0.877690506,6.668194926,1.186524869,1.382821715,0,0,0,0,,,,,,,,2621308244,113415872.6,9.418314746,0.01879644,2009713262,34164155.59,9.30310272,0.007383152,4631021505,147580028.2,9.665566508,0.013842312,1.304028271,0.034266007,56.59295433,0.645558968
375,23/10/2019,14,LT,4,P,,,25.80601389,22.66841817,0,0.30870233,0.303552655,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
376,23/10/2019,14,LT,4,D,,,47.75156647,27.22555063,0.897951326,10.75655906,1.577164442,0.239061406,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
377,24/10/2019,15,MT,4,P,3,,24.16932735,14.52518199,0.77528045,4.356103088,1.120567191,0,0,0,0,0,,,,,,,,2490869755,95193632.32,9.396192385,0.016601485,1203331876,38571521.13,9.080273838,0.013923231,3694201632,133765153.4,9.567378195,0.015729019,2.069772804,0.012764016,67.42401772,0.135449877
378,24/10/2019,15,MT,4,D,3,,32.75406435,16.59267871,0.901610837,7.014065664,1.252730347,1.408735687,0,0,0,0,,,,,,,,2368007728,42252298.98,9.374348546,0.007749516,1833894231,5507273.969,9.263373305,0.00130421,4201901959,47759572.95,9.623431888,0.004936375,1.291216758,0.019162073,56.35354141,0.365027276
379,24/10/2019,15,LT,4,P,0,,28.23955766,22.94311029,0,0.240528757,0.258017206,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
380,24/10/2019,15,LT,4,D,0,,48.92585334,29.18041708,1.12172265,10.37045115,1.755268466,0.231904479,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
381,25/10/2019,16,LT,4,P,3,,29.61570771,24.26640093,0,0.236948915,0.244788688,0,0,0,0,0,,,,,,,,1239462047,169872200.4,9.091184196,0.059708829,1429880149,170231647.1,9.153755275,0.05182676,2669342196,340103847.5,9.42463452,0.055484386,0.865893905,0.015714362,46.40448406,0.451375799
382,25/10/2019,16,LT,4,D,3,78,52.91902523,31.88035413,1.461609459,11.440045,2.353748443,0.271462079,0,0,0,0,,,,,,0.073729142,,1972866120,103519660,9.294798475,0.02279864,1995204235,120614835.8,9.299590214,0.026270142,3968070355,224134495.8,9.598232683,0.024543966,0.989043057,0.00790576,49.72417035,0.199829081
383,26/10/2019,17,LT,4,P,3,,28.31649958,23.14382157,0,0.335523132,0.238132503,0.187878177,0,0,0,0,,,,,,,,1550762712,104388136.7,9.190052825,0.029256233,1871186441,104388136.7,9.271778895,0.024240625,3421949153,208776273.4,9.533869028,0.026513163,0.828492174,0.009567931,45.30938088,0.286178998
384,26/10/2019,17,LT,4,D,3,,50.41015207,31.0362277,1.227382849,9.766123292,1.97266014,0.28731949,0,0,0,0,,,,,,,,2127033816,34050436.69,9.327746569,0.006952663,2085335191,65220418.33,9.319069643,0.0135851,4212369008,99270855.02,9.624466101,0.010235755,1.020239768,0.015580242,50.49945284,0.381751976
385,27/10/2019,18,LT,4,P,3,,29.92473734,24.7121653,0,0.900110205,0.22260358,0,0,0,0,0,,,,,,,,1316196281,221602005.8,9.116220911,0.073468618,1507331612,117495141.9,9.177548103,0.033887208,2823527893,339097147.6,9.44922042,0.052283377,0.870109765,0.079191821,46.47921642,2.266395484
386,27/10/2019,18,LT,4,D,3,,52.11979035,32.01255774,1.213022385,9.678630238,1.938140018,0.246474439,0,0,0,0,,,,,,,,1569876033,130025833.7,9.195119256,0.036011888,1535785124,152641563,9.18525527,0.043235772,3105661157,282667396.7,9.491252772,0.039582813,1.023043323,0.017016116,50.56777264,0.415781765
387,28/10/2019,19,LT,4,P,3,,30.58271126,24.97883443,0,1.084087476,0.217500643,0,0,0,0,0,,,,,,,,1440345929,92992695.36,9.158013765,0.02805875,1435210475,120389890.4,9.156150284,0.036472776,2875556405,213382585.8,9.458123208,0.032256738,1.004394285,0.019457928,50.10726537,0.484340462
388,28/10/2019,19,LT,4,D,3,,52.23345775,32.64105857,1.227357823,10.56730777,1.922671215,0.266775635,0,0,0,0,,,,,,,,2224208542,42106453.98,9.34713659,0.008222113,2210320123,37468225.27,9.344423976,0.007362292,4434528665,79574679.25,9.646812503,0.007793545,1.006266557,0.001992215,50.15615,0.049494741
389,29/10/2019,20,LT,4,P,3,,28.08325284,23.95211795,0,0.822805878,0.196781568,0,0,0,0,0,,,,,,,,1440345929,92992695.36,9.158013765,0.02805875,1435210475,120389890.4,9.156150284,0.036472776,2875556405,213382585.8,9.458123208,0.032256738,1.004394285,0.019457928,50.10726537,0.484340462
390,29/10/2019,20,LT,4,D,3,,47.65112786,29.40774959,1.122548502,9.929037998,1.784459211,0.262692772,0,0,0,0,,,,,,,,2224208542,42106453.98,9.34713659,0.008222113,2210320123,37468225.27,9.344423976,0.007362292,4434528665,79574679.25,9.646812503,0.007793545,1.006266557,0.001992215,50.15615,0.049494741
400,6/11/2019,0,FS,5,FS,0,80,16.72656393,5.199816639,1.755613592,4.399533923,2.489981212,1.723628004,0,0.150722015,0,0,,,,,,2.37402295,,1509856228,138420380.3,9.177727217,0.039609492,2356917803,254144226.1,9.370706784,0.045867475,3866774031,390866455.5,9.585899246,0.043234037,0.641366611,0.015639879,39.0714757,0.579817085
401,7/11/2019,1,ST,5,P,1,81,44.03619509,2.118047345,0,9.583596372,0,0,0,0,0,0,,,,,,2.861023338,,3121713382,136073088.1,9.494114708,0.019098239,2000267366,91720212.19,9.300781748,0.020008218,5121980748,214100291.4,9.709180702,0.018383574,1.561231952,0.047579919,60.94730605,0.725375648
402,7/11/2019,1,ST,5,D,1,82,55.78887079,5.586244663,0.256613018,9.758936058,0.261203006,1.69439296,0,0,0,0,,,,,,7.449692333,,6806325815,326929801.2,9.83258452,0.02058765,1584155388,60839263.04,9.199581971,0.016812661,8390481203,372065699.9,9.923506611,0.019033454,4.297097609,0.147425054,81.1118299,0.533977814
403,7/11/2019,1,MT,5,P,1,83,49.22774869,2.569423372,0,10.15314338,0,0,0,0,0,0,,,,,,3.754088364,,3042973618,110256129.4,9.483108082,0.015739112,1864815835,91209999.85,9.270287342,0.021346769,4907789453,201186627.4,9.690642,0.017838967,1.63248047,0.022454048,62.0111794,0.322545739
404,7/11/2019,1,MT,5,D,1,84,61.41687858,6.398671866,0.314197222,8.772764551,0.337424305,1.631878572,0,0,0,0,,,,,,7.394811242,,7203175381,252789309.6,9.857347735,0.015109935,1483257081,83174244.74,9.170754057,0.024639299,8686432462,272406352.4,9.938700553,0.013513258,4.866070867,0.305981759,82.9210539,0.913467488
405,7/11/2019,1,LT,5,P,1,85,51.9674591,3.214151888,0,3.549044656,0,0.161648176,0,0,0,0,,,,,,4.000498919,,3780290819,143169595.9,9.577314873,0.016607394,1896930172,104854458.3,9.277613301,0.023831283,5677220991,239985470,9.753875461,0.018446506,1.994427988,0.056499029,66.59667276,0.633438518
406,7/11/2019,1,LT,5,D,1,86,59.291242,5.899948276,0.393323155,7.461893238,0.439453377,1.564598833,0,0,0,0,,,,,,7.729641333,,7229464986,116976739.9,9.85906802,0.007060178,1223249300,31786494.17,9.087417976,0.011220055,8452714286,141318805,9.926955509,0.007289844,5.911507927,0.107825828,85.52902524,0.226162048
407,8/11/2019,2,ST,5,P,0,,22.24403861,2.570890531,0,3.591100448,0.19030535,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
408,8/11/2019,2,ST,5,D,0,,39.12384928,4.994721128,0.453570428,9.03457812,0.620827054,1.186646297,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
409,8/11/2019,2,MT,5,P,0,,40.9874293,2.570892447,0,11.41269223,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
410,8/11/2019,2,MT,5,D,0,,55.69013514,7.40731144,1.044166686,13.08097325,1.348925739,1.746154059,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
411,8/11/2019,2,LT,5,P,0,,56.35301101,4.785197044,0,17.80459098,0.162504895,0.217950954,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
412,8/11/2019,2,LT,5,D,0,,63.53163319,8.280015873,1.061078177,12.19742119,1.370414516,1.868572926,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
413,9/11/2019,3,ST,5,P,2,87,11.68593226,1.861756705,0.34407347,2.556449087,0.474020765,0,0,0,0,0,,,,,,1.674150452,,325663016.7,49983122.91,8.509416379,0.065795106,284191814.8,23388570.2,8.452651301,0.035183597,609854831.5,73260955.91,8.783178525,0.051392867,1.141612346,0.082219623,53.26022373,1.797125899
414,9/11/2019,3,ST,5,D,0,,24.06251008,4.484207444,0.510729882,5.229097233,0.678777217,0.724816573,0,0,0,0,,,,,,,,1531874709,205851398,9.183253757,0.058536545,937401412.8,141592067.5,8.969434224,0.065850228,2469276122,347443465.4,9.390409368,0.061310949,1.636252504,0.027553806,62.06529449,0.396489155
415,9/11/2019,3,MT,5,P,0,,38.36045216,2.549439518,0,8.278347377,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
416,9/11/2019,3,MT,5,D,0,,47.07666926,7.575723591,0.688201584,11.73874687,0.945756353,1.500077326,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
417,9/11/2019,3,LT,5,P,0,,55.08971719,5.735330323,0,13.43812811,0,0.177226342,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
418,9/11/2019,3,LT,5,D,0,,63.87896054,9.809542146,1.156711285,15.72871473,1.594247404,2.041476911,0,0.14808667,0,0,,,,,,,,,,,,,,,,,,,,,,,
419,10/11/2019,4,ST,5,P,4,90,9.053694496,1.518861522,0.263563081,1.762016072,0.372082468,0,0,0,0,0,,,,,,1.319640778,,475188894.1,38973156.47,8.67585929,0.036519878,358531025.2,31994677.72,8.553371076,0.038827204,833719919.3,67567690.33,8.92004129,0.035968289,1.326982236,0.06791945,57.00161454,1.247494589
420,10/11/2019,4,ST,5,D,2,88,17.6741304,3.595112479,0.386399724,3.215091494,0.529667754,0.329907446,0,0,0,0,,,,,,4.213371029,,984703429.9,40823835.81,8.993054109,0.018141524,512133689.7,6714612.633,8.709358506,0.005686396,1496837120,44973528.9,9.175042535,0.013147435,1.922568427,0.069065563,65.77082485,0.805968186
421,10/11/2019,4,MT,5,P,2,89,31.91486537,3.546973727,0,5.15625485,0,0,0,0,0,0,,,,,,4.754420977,,699191951.1,34115386.29,8.844254438,0.021067217,752649599.7,66814524.11,8.875408545,0.039641122,1451841551,94960045.3,9.161285612,0.028893868,0.932019382,0.05882919,48.20861639,1.57999161
422,10/11/2019,4,MT,5,D,0,,44.12037528,7.638395183,0.408508323,9.242342785,0.563749629,1.035330565,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
423,10/11/2019,4,LT,5,P,0,,49.08037798,8.999342091,0,5.263593158,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
424,10/11/2019,4,LT,5,D,0,,58.43520271,10.31258292,0.927520836,12.81114086,1.222938396,1.644067636,0,0.128450543,0,0,,,,,,,,,,,,,,,,,,,,,,,
425,11/11/2019,5,ST,5,P,0,,6.781725318,1.459778325,0.229111468,1.229541958,0.352226243,0,0,0,0,0,,,,,,,,580687386.6,19868930.56,8.763815243,0.014862818,513080006,20082816.46,8.710018685,0.017003361,1093767393,39951747.02,9.038780065,0.015866886,1.131876897,0.005578751,53.09281575,0.122747934
426,11/11/2019,5,ST,5,D,0,,15.57590923,3.377346196,0.379676271,2.266382046,0.462363097,0.160612479,0,0,0,0,,,,,,,,1037964602,102248892.1,9.015126377,0.042851326,485663716.8,75591592.18,8.683689331,0.067871107,1523628319,177840484.3,9.181394773,0.050807165,2.146828214,0.12361078,68.19743472,1.249238797
427,11/11/2019,5,MT,5,P,0,,30.96941575,6.938376574,0,4.653019171,0.156289528,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
428,11/11/2019,5,MT,5,D,0,,39.80937409,8.306018336,0.335678108,7.123912295,0.465455157,0.768542075,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
429,11/11/2019,5,LT,5,P,0,,41.92734869,16.25466886,0,2.143746068,0.224672204,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
430,11/11/2019,5,LT,5,D,0,,57.06210296,13.9322006,0.775256572,8.964557686,0.942960941,1.117523386,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
431,12/11/2019,6,ST,5,P,3,,5.379861135,1.244059113,0,1.189276547,0.270710966,0,0,0,0,0,,,,,,,,442136083.5,42134712.75,8.644567679,0.041450239,362284257.9,59416751.17,8.556109242,0.071548763,804420341.4,101551463.9,8.903745776,0.05497244,1.227381913,0.084994952,55.07153109,1.714431196
432,12/11/2019,6,ST,5,D,3,93,13.67161964,3.017259442,0.307329813,2.016682126,0.424431919,0,0,0,0,0,,,,,,3.309218915,,924992626.5,174182925.2,8.961116661,0.080425655,363855326.7,87659394.82,8.552022106,0.109277827,1288847953,259407329.5,9.104341811,0.087357519,2.57263938,0.244948235,71.92380794,1.875326473
433,12/11/2019,6,MT,5,P,0,,25.90375682,7.179255884,0,3.449343818,0.210873529,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
434,12/11/2019,6,MT,5,D,2,92,39.19532701,9.77772277,0.400969808,6.502574905,0.69614338,0.80697696,0,0,0,0,,,,,,5.959310383,,1139375259,57129795.6,9.056308997,0.02149719,1654386330,99555509.92,9.218112495,0.026142259,2793761589,153950001.2,9.445753443,0.02378067,0.689099242,0.016752493,40.79297337,0.585932393
435,12/11/2019,6,LT,5,P,2,91,33.31145436,18.20515408,0,0.97901389,0.37480708,0,0,0,0,0,,,,,,6.062143134,,2980749730,622227764.9,9.468373968,0.086697838,2775216700,574981796.4,9.437416457,0.086251395,5755966430,1197096840,9.754202506,0.086470497,1.073899344,0.006944468,51.78129115,0.161711715
436,12/11/2019,6,LT,5,D,0,,56.46590957,18.25882102,0.606512226,6.291028125,0.817176703,0.641819243,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
437,13/11/2019,7,ST,5,P,3,,5.880025064,1.443212096,0,0.875153255,0.2082124,0,0,0,0,0,,,,,,,,671896113.9,104429795.5,8.824663338,0.067774197,515700654.1,56745931.34,8.711079072,0.047885064,1187596768,161175726.8,9.072659946,0.059122595,1.299606691,0.059496538,56.49974369,1.125459693
438,13/11/2019,7,ST,5,D,3,,11.54386655,2.800773673,0.244550798,1.542875445,0.37774686,0,0,0,0,0,,,,,,,,956512204.4,100826091.6,8.979480758,0.045864106,547376811.6,41422110.28,8.737663753,0.032896156,1503889016,142248201.9,9.176242235,0.041139987,1.745475682,0.052111827,63.56987687,0.691479538
439,13/11/2019,7,MT,5,P,4,94,24.19091312,7.066210728,0,2.537034324,0.381192129,0,0,0,0,0,,,,,,5.032429736,,804956521.7,69982498.49,8.904710848,0.036902233,1471217391,132134233.2,9.166496709,0.03931546,2276173913,194967284.3,9.356152712,0.036951847,0.547755125,0.027607665,35.37650666,1.159665478
440,13/11/2019,7,MT,5,D,0,,33.98362676,9.655717022,0.734673861,6.337634715,1.024766934,0.846668051,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
